ID,Nome,Serviço,Grupo,Ação,Avaliação,Data,Ano,Governo,UF,Matriz de Achados?,a. Questões de Auditoria,b. Subquestões de Auditoria,c. Descrição sumária,d. Critério (O que deveria ser),e. Condição ou situação encontrada (O que é) [achados],f. Evidências,g. Informação extraída das evidências,h. Causas,i. Efeitos,j. Boas Práticas,k. Recomendações,l. Benefícios esperados,m. Manifestação,n. Conclusões,Filtro
5163,Relatório de Apuração nº 1040921 - Prefeitura Municipal de Corumbá/MS,2,3,1,0,2022-07-25,2022,2,12,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1
5243,"Relatório de Apuração nº 1038792 - Contrato de Gestão nº 001/2018, firmado entre a Prefeitura Municipal de São Bernardo do Campo e a Fundação do ABC, em especial no tocante à contratação da empresa Sigma para serviços radiológicos",2,3,1,0,2022-05-27,2022,2,26,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1
4847,"Relatório de Apuração nº 1031572 - Contratos Emergenciais nº 72/2020, 73/2020 e 76/2020, firmados entre a Prefeitura Municipal de São Vicente/SP e a Associação das Crianças Excepcionais de Nova Iguaçu - Aceni",2,3,1,0,2023-03-21,2023,3,26,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
4385,Relatório de Apuração nº 1022360 - Prefeitura Municipal de Salvador/BA - MS - Contrato de Gestão 230/2020 Hospital de Campanha Wet'n Wild Tenda 1,2,3,1,0,2024-02-22,2024,3,5,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
4755,Relatório de Apuração nº 1014703 - Contratação da implantação de poços tubulares e controle de materiais distribuídos - CEST/MG - DNOCS,2,3,1,0,2023-06-05,2023,3,11,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
4917,Relatório de Apuração nº 1013447 - Programa Saneamento Para Todos - Prefeitura Municipal de Coronel Fabriciano/MG,2,3,1,1,2023-01-27,2023,3,11,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1
5220,Relatório de Apuração nº 1009376 - Locação de ambulâncias pela Prefeitura Municipal de Santos para suprimento do Serviço de Atendimento Móvel de Urgência - SAMU,2,3,1,0,2022-06-10,2022,2,26,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1
5231,"Relatório de Apuração n.º 987581 - Unifesp - Gestão de contratos firmados com a FapUnifesp,com enfoque nas prestações de contas",2,3,1,0,2022-06-07,2022,2,26,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
5455,Relatório de Apuração n.º 1010125 - Pnae - Diadema/SP,2,3,1,0,2022-01-21,2022,2,26,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1
4390,Relatório de Apuração n. 1433378 - Agência Especial Brasileira - Custeio de mestrado e MBA para servidores sem vínculo,2,3,1,0,2024-02-19,2024,3,7,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1
4383,Relatório de Apuração n. 1152142 - Termos de fomento firmados pelo Ministério da Cidadania com o Instituto Leo Moura Sports,2,3,1,0,2024-02-26,2024,3,19,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1
4396,Relatório de Apuração 1362675 - Dom Inocêncio/PI - Bloco de Custeio da Saúde,2,3,1,1,2024-02-19,2024,3,17,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
4788,"Relatório de Apuração 1203763, Complexo Hospitalar Universitário da Universidade Federal do Pará. Análise da execução financeira dos Contratos nº 05/2017 - HUJBB e nº 06/2017 - HUBFS, celebrados entre o Complexo Universitário da Universidade Federal",2,3,1,0,2023-05-11,2023,3,14,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1
4982,Relatório de Apuração 1177668 - 5º Centro Regional de Saúde - São Miguel do Guamá - PA,2,3,1,0,2022-12-20,2022,2,14,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1
4671,Relatório de Apuração 1044670 - Avaliação dos aspectos contratuais do instrumento formalizado entre a Secretaria Municipal de Saúde de Sobral e a Santa Casa de Misericórdia,2,3,1,0,2023-07-26,2023,3,6,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
4211,Relatório 1561043 - Aplicação de recursos federais na alimentação escolar pelo Governo do Estado do Amapá,2,3,1,0,2024-06-10,2024,3,4,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
4199,Relatório 1424553 - Aplicação de recursos federais na aquisição de medicamentos pela Prefeitura de Itapecerica da Serra (SP),2,3,1,0,2024-06-10,2024,3,26,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
4257,Relatório 1366339 - Obras financiadas com recursos federais em Juazeiro do Norte (CE),2,3,1,1,2024-04-24,2024,3,6,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
4183,Relatório 1354742 - Contrato de gestão entre MCTI e CGEE: projeto voltado ao planejamento de regiões metropolitanas,2,3,1,0,2024-06-13,2024,3,7,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1
4173,Relatório 1354457 - Obra de reforma no Hospital Federal do Andaraí (RJ),2,3,1,0,2024-06-17,2024,3,19,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1
4201,Relatório 1330235 - Aplicação de recursos federais na aquisição de medicamentos pela Prefeitura de Cotia (SP),2,3,1,0,2024-06-10,2024,3,26,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
4258,Relatório 1315699 - Execução de convênios em Várzea Alegre (CE),2,3,1,0,2024-04-24,2024,3,6,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1
4210,Relatório 1187108 - Aplicação de recursos públicos federais em angioplastia coronariana realizada pelo Hospital Angelina Caron (PR),2,3,1,0,2024-06-10,2024,3,18,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
4983,Publicação - Processos minerários da Gerência Regional da ANM/PA,2,3,1,0,2022-12-19,2022,2,14,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
5136,Publicação - Demanda Externa - SEI 00211.100049/2021-19 - PNATE Paraíso das Águas/MS,2,6,1,0,2022-08-31,2022,2,12,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
4697,Publicação - Demanda Externa - SEI 00211.100041/2022-33 Obras Três Lagoas Obras/MS,2,6,1,0,2023-07-03,2023,3,12,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1
5005,Publicação - Demanda Externa - MPRR - Avaliação da aplicação de recursos destinados à Prefeitura Municipal de Pacaraima/RR para execução de ações socioassistenciais ao imigrantes venezuelanos no referido Município.,2,6,1,0,2022-12-13,2022,2,22,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
4601,Publicação - Dem Ext. MPF/AP - Análise processo Concorrência nº 001/2019-CAESA (Execução do objeto do TC n° 0381485-02/2012/MCIDADES/CAIXA),2,6,1,0,2023-09-06,2023,3,4,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
4853,Publicação - CGUTO - Análise da aplicação de recursos federais no município de Aliança/TO - Saúde e Educação - 1266373,2,3,1,1,2023-03-16,2023,3,27,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1
4850,Publicação - CGUTO - Análise da aplicação de recursos federais no município de Aliança/TO - Obras - 1275532,2,3,1,0,2023-03-17,2023,3,27,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1
4485,Publicação - Avaliação de convênios do Sebrae-SP,2,3,1,0,2023-11-22,2023,3,26,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1
4633,Publicação - Avaliação das contratações realizadas pela Prefeitura Municipal de Florianópolis/SC com recursos federais.,2,3,1,0,2023-08-29,2023,3,24,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
4745,Publicação - Auditoria no processo de Outorga de Radiodifusão da SERAD,2,3,1,0,2023-06-12,2023,3,7,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1
5083,Publicação - Auditoria no Convênio nº 838011 firmado entre o Ministério da Saúde e o Fundo Especial de Saúde do Mato Grosso do Sul (Construção do Hospital Regional de Dourados/MS),2,3,1,0,2022-10-31,2022,2,12,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1
4520,Publicação - Auditoria de Apuração sobre o Contrato de Repasse nº 896044/2019 firmado entre a SUDECO e o Município de Deodápolis/MS,2,3,1,0,2023-11-06,2023,3,12,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1
4818,"Publicação - Auditoria de Apuração – Avaliação da regularidade das ações de fomento ao setor da cultura mediante editais implementados em 2020, pela Secretaria de Estado da Comunicação e da Cultura / Superintendência-Geral da Cultura/Governo do Estad",2,3,1,1,2023-04-11,2023,3,18,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
4861,Publicação - Aquisições de alimentação escolar da agricultura familiar no DF,2,3,1,1,2023-03-09,2023,3,7,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1
5133,Publicação - Apuração PF - Pnae São Sebastião,2,3,1,0,2022-09-08,2022,2,26,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1
5033,Publicação - Apuração em contrato sem licitação celebrado pela Prefeitura de Arez/RN,2,3,1,1,2022-11-23,2022,2,20,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1
4773,Publicação - Apuração de supostas irregularidades na Licitação para contratação de solução para o novo Data Center da Agência Espacial Brasileira,2,3,1,0,2023-05-26,2023,3,7,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
4783,Publicação - Apuração de denúncias relacionadas a contratos de terceirização do Incra (SR-28 e Incra-Sede) e a Supervisão Ocupacional no PA Fazendinha.,2,3,1,0,2023-05-16,2023,3,7,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1
5138,Publicação - Apuração de denúncia relativa a irregularidades na construção de creche no Município de Santo Amaro da Imperatriz/SC.,2,3,1,0,2022-08-30,2022,2,24,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1
4926,Publicação - Apuração da conformidade na aquisição de respiradores pulmonares pelo município de Joinville/SC.,2,3,1,0,2023-01-25,2023,3,24,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
4679,Publicação - Apuração - PPSA - Contratação de TI,2,3,1,0,2023-07-13,2023,3,7,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1
5392,Publicação - Análise de patrocínios concedidos pelo Conselho Nacional do Sesi no Estado do Amapá.,2,3,1,0,2022-02-14,2022,2,4,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
5325,Publicação - Análise da ocupação de DAS e indicações na contratação de pessoal nas empresas terceirizadas.,2,3,1,0,2022-03-20,2022,2,19,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
5645,"Publicação - Análise da contratação objeto do Contrato CDRJ nº 28/2019, conforme demanda da Plataforma Integrada de Ouvidoria e Acesso a Informação - FalaBR e processo 00190.104075/2021-10.",2,3,1,0,2021-10-19,2021,2,19,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1
5134,Publicação - Análise da contratação do gestor de VTMIS.,2,3,1,0,2022-09-02,2022,2,19,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1
5061,Publicação - 2021 - NAC1 – Obras de asfaltamento - São João Batista,2,3,1,0,2022-11-08,2022,2,24,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
5076,Publicação - 2021 - NAC1 – Obras de asfaltamento - São Francisco do Sul,2,3,1,0,2022-11-03,2022,2,24,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1
5075,Publicação - 2021 - NAC1 – Obras de asfaltamento - Maravilha,2,3,1,0,2022-11-03,2022,2,24,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
5074,Publicação - 2021 - NAC1 – Obras de asfaltamento - Florianópolis,2,3,1,0,2022-11-03,2022,2,24,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1
5077,Publicação - 2021 - NAC1 – Obras de asfaltamento - Bombinhas,2,3,1,0,2022-11-03,2022,2,24,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1
4905,"Auditoria de apuração sobre a descentralização de recursos do Ministério da Agricultura à Secretaria de Estado do Meio Ambiente do MS, por meio do convênio nº 915094, para aquisição de patrulhas mecanizadas.",2,3,1,0,2023-02-02,2023,3,12,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
4774,Apuração de denúncia sobre irregularidades em deslocamentos para fora do país de servidores da Agência Espacial Brasileira,2,3,1,0,2023-05-26,2023,3,7,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1
4212,Aplicação de recursos federais no transporte escolar pela Prefeitura de Chorozinho (CE),2,3,1,0,2024-06-10,2024,3,6,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
4208,Aplicação de recursos federais da área da saúde pela Prefeitura de Icó (CE),2,3,1,0,2024-06-10,2024,3,6,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1
4565,Análise do TED nº 38/CPRM/2019 nº 28/2019 para contratação do CEFET-MG/Next-UNB pelo Serviço Geológico do Brasil - CPRM.,2,3,1,0,2023-09-28,2023,3,19,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1
4506,"Análise do Contrato CDRJ nº 78/2018 que tem como objeto a prestação de serviços de captura, operação e supervisão de imagens e de dados de detecção e controle.",2,3,1,0,2023-11-10,2023,3,19,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
4541,"Análise do Contrato CDRJ nº 48/2020 cujo objeto é a prestação de serviço de locação de veículos executivos, leves, utilitários e motocicletas para Companhia Docas do Rio de Janeiro.",2,3,1,0,2023-10-04,2023,3,19,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
5546,Relatório de Avaliação nº 201800553 – CHC-UFPR - Reestruturação e Modernização dos Hospitais Universitários Federais no município de Curitiba/PR,1,3,1,1,2021-12-08,2021,2,18,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
4392,Relatório de Avaliação nº 1452857 - Contrato de Repasse nº 908973/2020 - Itauçu/GO e Ministério das Cidades,1,3,1,0,2024-02-19,2024,3,9,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1
4393,Relatório de Avaliação n. 1113002 - Fundeb - Simões/PI,1,3,1,0,2024-02-19,2024,3,17,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
1524,Relatório de Auditoria nº 201600505 - Avaliação do RAINT 2015 do Banco do Nordeste do Brasil,1,3,1,0,2020-11-26,2020,2,6,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0
5060,"Publicação - Avaliação da regularidade da contratação, pelo Município de Alcântaras/CE, da instituição IDEAS por meio de Chamadas Públicas.",1,3,1,0,2022-11-08,2022,2,6,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1
5261,Publicação - Análise de Licitação número '3/2022' da UASG '153152 - HOSPITAL UNIVERSITARIO DA UFRJ (RIO DE JANEIRO/RJ)',1,1,1,0,2022-05-11,2022,2,19,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
5225,Publicação - Análise de Licitação número '1/2022' da UASG '158486 - INST FED.EDUC.CIENC.TEC.RJ/CAMP. REALENGO (RIO DE JANEIRO/RJ)',1,1,1,0,2022-06-09,2022,2,19,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
4267,Relatório nº 1573388 - Análise da Licitação Número '58/2023' Universidade Federal do Vale do São Francisco (HU-Univasf) - Neurocirurgia,1,1,1,0,2024-04-16,2024,3,16,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
4349,Relatório nº 1565039 - Análise da Licitação Número '205/2023' - Serviços de LIBRAS/Língua Portuguesa e Cuidadores - Universidade Federal de Santa Catarina (UFSC),1,1,1,0,2024-04-04,2024,3,24,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
4364,Relatório nº 1558618 - Análise da Licitação Número '591/2023' da UASG '393016 - SUPERINTENDÊNCIA REGIONAL NO ESTADO DO PARA (BELEM/PA)',1,1,1,0,2024-03-18,2024,3,14,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1
4415,Relatório nº 1544750 - Análise da Licitação '21/2023' - Contratação de serviços de vigilância e segurança - UFCSPA,1,1,1,0,2024-02-14,2024,3,23,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
4414,"Relatório nº 1541738 - Análise da Licitação '74/2023' - Aquisições para o restaurante - Instituto Federal de Educação,Ciência e Tecnologia do Piauí (IFPI)",1,1,1,0,2024-02-14,2024,3,17,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1
4413,Relatório nº 1540677 - Análise da Licitação '9/2023' - Contratação de transporte aéreo do Distrito Sanitário Especial Indígena - Amapá e Norte do Pará (DSEI-AMP),1,1,1,0,2024-02-14,2024,3,4,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1
4368,Relatório nº 1537520 - Análise da Licitação Número '34/2023' - Serviços de vigilância e portaria - Universidade Federal do Rio de Janeiro (UFRJ),1,1,1,0,2024-03-14,2024,3,19,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1
4268,Relatório nº 1536128 - Análise da Licitação Número '35/2023' - Superintendência de Trens Urbanos de Recife (STU-REC) - Prestação de serviços de limpeza e conservação,1,1,1,0,2024-04-16,2024,3,16,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
4340,Relatório nº 1533027 - Análise da Licitação Número '102/2023' - Hospital das Clínicas da UFPE (HC-UFPE) - Implantação do sistema de prevenção e combate a incêndio e pânico,1,1,1,0,2024-04-04,2024,3,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
4461,Relatório nº 1528390 - Análise da Licitação Número '15/2023' da UASG '130005 - COORD.-GERAL DE EXECUCAO ORÇ. E FIN./DA/MAPA (BRASILIA/DF)',1,1,1,0,2023-12-22,2023,3,7,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1
4352,Relatório nº 1502851 - Análise Preventiva do Pregão n° 348/2023 - Rodovia BR-354/MG - Superintendência Regional do DNIT/MG,1,1,1,0,2024-04-03,2024,3,11,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
4366,Relatório nº 1432239 - Análise da Licitação Número '5/2023' - Serviços continuados de Engenharia - Fundação Oswaldo Cruz - FIOCRUZ (RIO DE JANEIRO/RJ),1,1,1,0,2024-03-14,2024,3,19,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1
4360,Relatório nº 1350991 - Análise da Licitação Número '484/2022' da UASG '393003 - DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES (BRASÍLIA/DF)',1,1,1,0,2024-03-25,2024,3,7,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
4979,Relatório de Avaliação Preventiva nº 1300186 - Companhia de Entrepostos e Armazéns Gerais de São Paulo - Ceagesp - Pregão Eletrônico nº 34/2022,1,1,1,0,2022-12-21,2022,2,26,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
4626,Relatório de Avaliação Preventiva n. 1408636 - Pregão SRP n. 3/2023 - Universidade Federal do Acre (Ufac),1,1,1,0,2023-08-31,2023,3,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
4531,Relatório de Avaliação Preventiva Final IFTO 1494135 (PALMAS/TO),1,1,1,0,2023-10-17,2023,3,27,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
4488,"Relatório de Avaliação Preventiva de Licitações,Editais e Contratos nº 1479247 - INFRA S.A. - Pregão Eletrônico nº 5/2023 - Contratação de serviços continuados de apoio administrativo",1,1,1,0,2023-11-17,2023,3,7,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1
4896,"Relatório de Avaliação Preventiva de Licitações,Editais e Contratos nº 1279010 - UFPA",1,1,1,0,2023-02-10,2023,3,14,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
4830,"Relatório de Avaliação Preventiva de Licitações, Editais e Contratos nº 1377267 - Análise Preventiva do Pregão n° 46/2022 - 1ª Superintendência Regional da Codevasf/MG",1,1,1,0,2023-04-04,2023,3,11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
4882,"Relatório de Avaliação Preventiva de Licitações, Editais e Contratos nº 1360371 - Análise Preventiva do Pregão n° 22/2022 - 1ª Superintendência Regional da Codevasf/MG",1,1,1,0,2023-02-23,2023,3,11,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
4888,"Relatório de Avaliação Preventiva de Licitações, Editais e Contratos nº 1351986 (Pregão nº 010/2022) - CODEVASF - 3ªSR",1,1,1,0,2023-02-16,2023,3,7,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1
4741,Relatório de Avaliação Preventiva de Licitação nº 1347014 - Análise do Pregão Eletrônico nº 29/2022 da CODEVASF.,1,1,1,0,2023-06-13,2023,3,7,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
4965,Relatório de Avaliação Preventiva de Licitação nº 1291441 - Pregão Eletrônico nº 6/2022 - 5ª Superintendência Regional da CODEVASF,1,1,1,0,2022-12-27,2022,2,7,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1
4259,Relatório de Avaliação nº 1510873 - Análise Preventiva do RDC Eletrônico n° 383/2023-00 - DNIT,1,1,1,0,2024-04-24,2024,3,7,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1
4410,Relatório de Avaliação nº 1495116 - Análise Preventiva do Pregão n° 306/2023 - Superintendência Regional do DNIT/MG,1,1,1,0,2024-02-14,2024,3,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
